205,duke
176,trimousette
88,project
83,madame
78,belgarde
70,duchess
56,gutenbergtm
49,work
49,valençay
49,eyes
36,great
34,works
32,trimousette’s
32,love
31,gutenberg
31,day
27,electronic
27,black
26,heart
25,husband
