FOOTBALL_Behind_the_Line.txt vs The_Last_Dutchess_Of_Belgrade.txt
13, 500, 1.0, 1.0

FOOTBALL_Behind_the_Line.txt vs FOOTBALL_Football_Days_Memories.txt
4, 10, 0.4740707, 0.2
5, 10, 0.3677491, 0.2
6, 10, 0.2522137, 0.4
7, 10, 0.17478286, 0.3
8, 10, 0.12327674, 0.4
9, 10, 0.08460367, 0.1
10, 10, 0.057665214, 0.1
11, 10, 0.038906306, 0.0
12, 10, 0.02577539, 0.1
13, 10, 0.016964665, 0.0
4, 100, 0.4740707, 0.45
5, 100, 0.3677491, 0.41
6, 100, 0.2522137, 0.25
7, 100, 0.17478286, 0.13
8, 100, 0.12327674, 0.13
9, 100, 0.08460367, 0.17
10, 100, 0.057665214, 0.05
11, 100, 0.038906306, 0.04
12, 100, 0.02577539, 0.01
13, 100, 0.016964665, 0.01
4, 250, 0.4740707, 0.436
5, 250, 0.3677491, 0.356
6, 250, 0.2522137, 0.248
7, 250, 0.17478286, 0.176
8, 250, 0.12327674, 0.168
9, 250, 0.08460367, 0.096
10, 250, 0.057665214, 0.048
11, 250, 0.038906306, 0.036
12, 250, 0.02577539, 0.024
13, 250, 0.016964665, 0.008
4, 500, 0.4740707, 0.43
5, 500, 0.3677491, 0.396
6, 500, 0.2522137, 0.248
7, 500, 0.17478286, 0.172
8, 500, 0.12327674, 0.11
9, 500, 0.08460367, 0.074
10, 500, 0.057665214, 0.066
11, 500, 0.038906306, 0.044
12, 500, 0.02577539, 0.024
13, 500, 0.016964665, 0.014


FOOTBALL_Behind_the_Line.txt vs FOOTBALL_Scottish_Football.txt
4, 10, 0.45455065, 0.3
5, 10, 0.3408033, 0.3
6, 10, 0.22616795, 0.0
7, 10, 0.15219983, 0.1
8, 10, 0.10368497, 0.3
9, 10, 0.067957304, 0.0
10, 10, 0.0442389, 0.1
11, 10, 0.02830386, 0.0
12, 10, 0.017822877, 0.0
13, 10, 0.011026231, 0.0
4, 100, 0.45455065, 0.38
5, 100, 0.3408033, 0.25
6, 100, 0.22616795, 0.21
7, 100, 0.15219983, 0.15
8, 100, 0.10368497, 0.08
9, 100, 0.067957304, 0.05
10, 100, 0.0442389, 0.05
11, 100, 0.02830386, 0.03
12, 100, 0.017822877, 0.01
13, 100, 0.011026231, 0.0
4, 250, 0.45455065, 0.452
5, 250, 0.3408033, 0.376
6, 250, 0.22616795, 0.236
7, 250, 0.15219983, 0.172
8, 250, 0.10368497, 0.092
9, 250, 0.067957304, 0.084
10, 250, 0.0442389, 0.056
11, 250, 0.02830386, 0.036
12, 250, 0.017822877, 0.016
13, 250, 0.011026231, 0.004
4, 500, 0.45455065, 0.446
5, 500, 0.3408033, 0.34
6, 500, 0.22616795, 0.184
7, 500, 0.15219983, 0.154
8, 500, 0.10368497, 0.08
9, 500, 0.067957304, 0.07
10, 500, 0.0442389, 0.03
11, 500, 0.02830386, 0.046
12, 500, 0.017822877, 0.016
13, 500, 0.011026231, 0.01


